ResumeText,JobDescription,Label
hadoop scikit-learn flask pandas spark tensorflow,"Python Developer with Django, Flask, and REST APIs",86
pmp scrum business analysis stakeholder management,"Product Manager with Agile, Scrum, and stakeholder management",58
sql c# mvc asp.net core angular asp.net grafana java kubernetes,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",99
agile product management stakeholder management scrum pmp business analysis swift azure prometheus,"Product Manager with Agile, Scrum, and stakeholder management",95
android ios swift objective-c flutter react native tensorflow flask,Hiring cross-platform mobile developer with Flutter and React Native,92
scrum product management stakeholder management business analysis agile grafana react,Hiring Business Analyst with strong requirements gathering skills,82
android objective-c swift react native flutter ios,"iOS Engineer required with Swift, Objective-C, and UIKit",96
scrum business analysis product management,Hiring Business Analyst with strong requirements gathering skills,46
tensorflow pandas scikit-learn mvc aws tensorflow,"Data Engineer with Python, Spark, and Hadoop",49
prometheus docker ci/cd terraform scrum pmp,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",46
react typescript angular kafka r,"Frontend Developer with React, Angular, and JavaScript expertise",42
spark tensorflow hadoop django vue java,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",55
mvc c# sql entity framework angular manual testing kotlin,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",74
cypress testng manual testing junit selenium qa scrum flask azure,"SDET required with Java, TestNG, and JUnit",97
microservices kafka mysql spring boot angular tensorflow jenkins,Hiring full stack Java developer with React and Spring Boot,67
entity framework mvc c# java selenium,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",41
spark scikit-learn hadoop pandas django spring azure,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",72
react native kotlin android spring product management pytorch,Android Developer with Kotlin and Java experience,47
spark hadoop pandas azure kafka docker,"Data Engineer with Python, Spark, and Hadoop",48
hadoop django tensorflow spark flask business analysis kafka aws,"Python Developer with Django, Flask, and REST APIs",81
product management scrum stakeholder management pmp business analysis pytorch manual testing swift,"Product Manager with Agile, Scrum, and stakeholder management",78
microservices spring boot spring javascript pmp,Hiring full stack Java developer with React and Spring Boot,44
terraform gcp aws,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",40
deep learning ml nlp pytorch kubernetes grafana,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",58
manual testing testng selenium cypress android javascript,"QA Engineer with Selenium, Cypress, and test automation experience",58
spring boot microservices react java azure qa,"Java Developer with Spring Boot, Hibernate, and Microservices experience",62
scikit-learn pandas spark django hadoop helm,"Data Engineer with Python, Spark, and Hadoop",80
azure ci/cd helm terraform aws kubernetes typescript c# stakeholder management,Hiring Solutions Architect for AWS and Kubernetes deployments,91
terraform gcp aws pmp asp.net core python,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",41
terraform aws ci/cd gcp kubernetes,Hiring Solutions Architect for AWS and Kubernetes deployments,82
java react native android swift java,Hiring cross-platform mobile developer with Flutter and React Native,57
scrum product management business analysis agile pmp terraform,Hiring Business Analyst with strong requirements gathering skills,81
jenkins grafana prometheus terraform asp.net core testng nlp,"Hiring SRE with Kubernetes, Prometheus, and Grafana",67
scrum stakeholder management business analysis product management,Hiring Business Analyst with strong requirements gathering skills,63
flask tensorflow hadoop pandas spark scikit-learn,"Python Developer with Django, Flask, and REST APIs",94
react angular html,"Frontend Developer with React, Angular, and JavaScript expertise",48
asp.net azure mvc swift,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",43
nlp pytorch python c# automation,"ML Engineer required with scikit-learn, TensorFlow, and big data",46
gcp ci/cd kubernetes terraform prometheus spring css,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",58
web api mvc asp.net angular sql c# pytorch qa,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",99
angular react html typescript tensorflow,"Frontend Developer with React, Angular, and JavaScript expertise",60
react spring boot java hibernate spring microservices ios vue machine learning,"Backend Java engineer required with Spring, Kafka, and MySQL skills",96
spring java microservices kafka,"Java Developer with Spring Boot, Hibernate, and Microservices experience",60
terraform kubernetes docker ci/cd,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",69
javascript html vue angular jenkins,Hiring web developer skilled in modern frontend frameworks,63
java kotlin ios react native swift aws flask,Hiring cross-platform mobile developer with Flutter and React Native,81
scikit-learn python ml machine learning tensorflow pytorch spring azure,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",87
react native kotlin flutter ios azure tensorflow entity framework,Android Developer with Kotlin and Java experience,63
mvc sql angular testng,".NET Core developer required with strong C#, Entity Framework, and Web API skills",40
selenium qa manual testing automation junit azure,Hiring Software Tester with manual and automation testing skills,70
python flask tensorflow hadoop spark pandas kubernetes manual testing azure,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",92
helm aws ci/cd azure entity framework vue junit,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",63
automation junit manual testing testng javascript,Hiring Software Tester with manual and automation testing skills,59
ci/cd azure terraform,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",50
machine learning tensorflow deep learning r nlp gcp,"Data Scientist with Python, R, and machine learning expertise",80
qa manual testing automation junit nlp scikit-learn swift,"SDET required with Java, TestNG, and JUnit",57
qa junit automation manual testing,Hiring Software Tester with manual and automation testing skills,59
entity framework web api sql asp.net azure mvc,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",87
automation manual testing selenium qa cypress junit flutter,Hiring Software Tester with manual and automation testing skills,96
java ios react native pytorch,Hiring cross-platform mobile developer with Flutter and React Native,54
pandas django scikit-learn docker nlp deep learning,"Data Engineer with Python, Spark, and Hadoop",42
mysql java microservices azure,Hiring full stack Java developer with React and Spring Boot,55
vue react css typescript angular html,Hiring web developer skilled in modern frontend frameworks,97
java kafka spring react react,Hiring full stack Java developer with React and Spring Boot,61
scrum business analysis pmp product management agile machine learning python,Hiring Business Analyst with strong requirements gathering skills,76
ci/cd gcp helm kubernetes azure,Hiring Solutions Architect for AWS and Kubernetes deployments,75
spark python scikit-learn flask tensorflow,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",84
aws jenkins grafana ci/cd prometheus asp.net kafka objective-c,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",81
css react javascript angular html typescript java kotlin,"Frontend Developer with React, Angular, and JavaScript expertise",88
android react native flutter kotlin java azure tensorflow python,"iOS Engineer required with Swift, Objective-C, and UIKit",78
testng junit manual testing cypress selenium kafka react native machine learning,Hiring Software Tester with manual and automation testing skills,79
ci/cd grafana jenkins terraform docker prometheus,"Hiring SRE with Kubernetes, Prometheus, and Grafana",93
java spring boot react mysql microservices html,"Java Developer with Spring Boot, Hibernate, and Microservices experience",74
azure gcp aws helm,Hiring Solutions Architect for AWS and Kubernetes deployments,61
aws jenkins grafana docker aws nlp,"Hiring SRE with Kubernetes, Prometheus, and Grafana",70
angular sql asp.net core c#,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",65
flutter java kotlin ml kafka,"iOS Engineer required with Swift, Objective-C, and UIKit",44
terraform prometheus ci/cd tensorflow,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",41
docker aws prometheus kubernetes ci/cd terraform pytorch,"Hiring SRE with Kubernetes, Prometheus, and Grafana",85
nlp deep learning pytorch scikit-learn tensorflow aws,"Data Scientist with Python, R, and machine learning expertise",76
android objective-c flutter java,Android Developer with Kotlin and Java experience,55
product management stakeholder management scrum pmp tensorflow terraform,Hiring Business Analyst with strong requirements gathering skills,67
scrum pmp business analysis product management stakeholder management agile,"Product Manager with Agile, Scrum, and stakeholder management",92
kafka microservices react spring spring boot spark javascript terraform,Hiring full stack Java developer with React and Spring Boot,77
product management pmp scrum stakeholder management business analysis r,Hiring Business Analyst with strong requirements gathering skills,79
automation junit qa vue pytorch prometheus,Hiring Software Tester with manual and automation testing skills,45
sql mvc c# asp.net core azure product management scikit-learn business analysis,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",80
